0;0;0;1.283809E-05
0;0;0;9.528769E-06
0;0;0;7.679427E-06
0;0;0;2.11226E-05
0;0;0;1.364195E-05
0;0;0;1.406894E-05
-0.05;0.0161301;0;0.0346464
-0.2;0.2048448;0;0.08840024
-0.35;0.3888021;0;0.3278608
-0.5500001;0.6201271;0;0.821247
-0.7;0.8127102;0;1.297606
-0.9000002;1;0;2.177939
-1;1;0;2.861758
-1;1;0;3.761174
-1;1;0;4.435091
-1;1;0;5.325295
-1;1;0;5.987831
0;1;0;6.781783
0;1;0;7.409438
0;1;0;8.310231
0;1;0;8.985549
0;1;0;9.880216
0;1;0;10.54664
0;1;0;11.52816
0;1;0;11.8383
-0.15;1;0;12.97582
0;1;0;13.6804
0;1;0;14.50155
0;1;0;15.00329
0;1;0;15.88156
-0.15;1;0;16.56672
-0.35;1;0;17.34258
0;1;0;17.93898
0;1;0;18.76669
-0.15;1;0;19.58041
-0.3;1;0;20.15634
0;1;0;20.93123
0;1;0;21.53875
0;1;0;22.33168
-0.15;1;0;22.90935
-0.35;1;0;23.63797
-0.5000001;1;0;24.1312
0;1;0;24.83386
0;1;0;25.39935
-0.15;1;0;26.15924
-0.3;1;0;26.69831
0;1;0;27.42153
0;1;0;27.97953
0;1;0;28.72081
-0.15;1;0;29.26766
-0.35;1;0;29.93583
-0.5000001;1;0;30.14705
0;1;0;30.17087
0;1;0;30.18404
0;1;0;30.18913
0;1;0;30.19003
-0.2;1;0;30.18301
-0.35;1;0;30.1664
0;1;0;30.18781
0;1;0;30.18969
0;1;0;30.19071
-0.1;1;0;30.18866
-0.25;1;0;30.17642
0;1;0;30.18994
0;1;0;30.18973
0;1;0;30.1902
-0.15;1;0;30.18592
-0.35;1;0;30.16525
0;1;0;30.17999
0;1;0;30.18883
0;1;0;30.18987
0;1;0;30.19038
-0.1;1;0;30.18875
0;1;0;30.19006
0;1;0;30.19079
-0.1;1;0;30.18822
0;1;0;30.19093
0;1;0;30.19015
-0.2;1;0;30.18142
0;1;0;30.19058
0;1;0;30.19
-0.05;1;0;30.19003
-0.2;1;0;30.1813
-0.4;1;0;30.15899
0;1;0;30.189
0;1;0;30.18983
0;1;0;30.19002
0;1;0;30.19028
0;1;0;30.19033
-0.1;1;0;30.18799
-0.25;1;0;30.17513
0;1;0;30.18894
0;1;0;30.19004
0;1;0;30.19025
-0.1;1;0;30.18838
-0.25;1;0;30.17587
0;1;0;30.18955
0;1;0;30.18957
0;1;0;30.19016
-0.05;1;0;30.18983
-0.2;1;0;30.18101
0;1;0;30.19074
